"","length_hostname","ip","special_char","nb_www","nb_com","nb_dslash","http_in_path","https_token","ratio_digits_url","ratio_digits_host","nb_subdomains","prefix_suffix","nb_redirection","char_repeat","shortest_words_raw","phish_hints","domain_registration_length","domain_age","web_traffic","google_index","page_rank","status"
"9784",21,"1",9,0,0,0,0,"0",0.267515924,0,3,"0",3,3,2,0,7.16006920759613,6019,15.0292338712001,"1",4,"1"
"9785",9,"0",14,0,0,0,0,"1",0,0,3,"0",1,1,1,0,5.33753807970132,2350,0,"1",2,"1"
"9786",29,"0",18,1,0,0,0,"0",0.171052632,0,3,"0",0,3,2,1,5.23110861685459,2370,0,"1",2,"1"
"9787",24,"0",10,1,0,0,0,"0",0,0,3,"0",0,7,3,0,6.68461172766793,4313,12.3003322736983,"1",3,"1"
"9788",16,"0",14,1,0,0,0,"1",0,0,2,"0",1,3,2,0,7.16317239084664,7841,8.29179710504873,"0",5,"0"
"9789",12,"0",12,1,0,0,0,"1",0,0,2,"1",3,3,3,0,7.42297125104942,9286,11.9436748805015,"1",5,"0"
"9790",21,"1",15,1,1,0,0,"1",0.134146341,0,3,"1",2,7,3,2,4.60517018598809,4284,0,"1",1,"1"
"9792",16,"1",11,0,0,0,0,"0",0.037878788,0,3,"0",0,40,2,0,5.605802066296,7765,3.49650756146648,"0",5,"1"
"9793",16,"0",5,0,0,0,0,"0",0,0,1,"0",0,1,10,0,5.23644196282995,2005,12.7673527619879,"0",4,"0"
"9794",16,"0",9,0,0,0,0,"0",0,0,2,"0",0,0,2,0,6.80572255341699,7133,2.56494935746154,"0",7,"0"
"9795",18,"0",6,1,0,0,0,"1",0,0,2,"0",1,3,3,0,5.61677109766657,1186,11.8574367304081,"0",1,"0"
"9797",17,"0",6,1,0,0,0,"1",0,0,2,"0",0,3,3,0,5.76832099579377,6986,12.9171604267726,"0",3,"0"
"9798",20,"0",6,1,0,0,0,"0",0,0,2,"0",0,3,3,0,4.95582705760126,4258,12.9529999008746,"0",4,"0"
"9799",21,"0",7,1,0,0,0,"1",0,0,2,"1",1,3,3,0,5.6937321388027,4087,13.7543147105295,"0",3,"0"
"9800",36,"0",12,0,0,0,0,"1",0.076923077,0.083333333,3,"0",0,6,1,1,5.3890717298165,5626,0,"1",5,"1"
"9801",14,"1",8,0,0,0,0,"1",0.194029851,0,2,"0",0,3,3,0,0,4376,0,"1",1,"1"
"9803",20,"0",12,1,0,0,0,"1",0.178571429,0,3,"0",0,5,2,0,5.28826703069454,7473,0,"1",4,"1"
"9804",21,"0",10,1,0,0,0,"1",0,0,2,"1",0,3,2,3,5.79605775076537,767,0,"1",2,"1"
"9806",35,"0",6,0,0,0,0,"0",0,0,2,"0",0,0,8,0,5.91889385427315,7298,12.5273224639507,"0",5,"0"
"9807",15,"0",9,0,0,0,0,"1",0.11627907,0,3,"0",1,0,3,0,5.01727983681492,7156,7.71912984090673,"0",3,"0"
"9808",12,"0",13,1,0,0,0,"1",0.070175439,0,3,"1",1,4,1,0,5.4510384535657,9265,9.05356959602623,"1",7,"0"
"9809",20,"0",13,1,0,0,0,"0",0.076923077,0,3,"1",1,6,3,2,5.36597601502185,518,15.3043342055925,"1",0,"1"
"9811",38,"1",11,1,1,0,0,"1",0.194915254,0,2,"1",0,5,3,0,5.20948615284142,1279,0,"1",0,"1"
"9812",19,"0",6,0,0,0,0,"1",0,0,2,"0",0,0,3,1,5.71702770140622,61,0,"1",0,"1"
"9813",15,"0",9,0,0,0,0,"1",0.136363636,0,3,"0",1,0,3,0,5.01063529409626,7157,7.73848812249465,"0",3,"0"
"9814",16,"0",6,1,0,0,0,"0",0,0,2,"0",0,5,3,0,7.93951526066241,8518,2.19722457733622,"0",10,"0"
"9815",17,"1",9,0,0,0,0,"0",0.292307692,0,2,"1",0,3,1,0,5.4971682252932,6697,8.24879073369641,"0",7,"0"
"9816",16,"0",10,1,0,0,0,"1",0,0,2,"1",1,3,3,0,5.73979291217923,6264,8.65277248565806,"0",5,"0"
"9817",24,"0",6,1,0,0,0,"0",0,0,2,"0",0,3,3,0,5.91620206260743,2917,11.130067870314,"0",6,"0"
"9819",12,"0",6,1,0,0,0,"0",0,0,2,"0",0,3,3,0,7.05789793741186,7969,9.63763220131045,"0",5,"0"
"9820",31,"0",8,0,0,0,0,"1",0.017857143,0,3,"0",1,1,3,0,5.86078622346587,8050,7.37400185935016,"1",5,"0"
"9823",50,"1",10,0,1,0,0,"1",0.197368421,0,3,"1",1,2,2,0,3.25809653802148,3993,15.5572341874912,"1",0,"1"
"9824",10,"0",17,0,0,0,0,"1",0.105882353,0,1,"0",1,0,1,0,4.98360662170834,6064,9.25989215080543,"0",5,"0"
"9825",34,"0",14,0,0,0,0,"1",0.066666667,0,2,"0",1,8,2,0,4.89783979995091,7616,7.69211333959547,"0",5,"0"
"9826",16,"0",7,1,0,0,0,"1",0,0,2,"0",0,3,2,0,4.8283137373023,1703,13.9071768340809,"0",1,"0"
"9827",28,"0",6,0,0,0,0,"1",0,0,2,"0",0,0,8,0,5.92425579741453,7296,14.213019432352,"0",5,"0"
"9828",18,"0",12,1,1,0,0,"1",0,0,3,"0",1,3,2,0,8.05484022110102,6348,12.1458554407082,"0",4,"0"
"9829",12,"1",14,0,0,0,0,"1",0.221238938,0.083333333,3,"0",0,6,3,0,5.5683445037611,6677,0,"1",0,"1"
"9830",14,"0",6,1,0,0,0,"1",0,0,2,"0",1,3,3,0,6.34738920965601,1986,0,"0",3,"0"
"9831",18,"0",5,0,0,0,0,"0",0,0,1,"0",1,1,4,0,5.88332238848828,6,0,"1",0,"1"
"9832",32,"0",6,0,0,0,0,"0",0,0,2,"0",0,1,9,0,6.37672694789863,7447,0,"0",8,"0"
"9833",11,"0",14,0,0,0,0,"1",0,0,2,"0",0,1,2,0,3.25809653802148,1436,14.6585030205561,"0",2,"0"
"9834",21,"0",9,0,0,0,0,"1",0.058823529,0,2,"0",0,0,4,0,7.19967834569117,2314,0,"1",0,"1"
"9837",26,"0",6,0,0,0,0,"0",0.114285714,0.153846154,2,"0",0,0,8,0,5.92425579741453,7296,0,"1",5,"1"
"9838",14,"0",9,0,0,0,0,"1",0,0,3,"0",1,0,2,0,4.88280192258637,8272,9.51414182630785,"0",5,"0"
"9839",17,"0",12,1,0,0,0,"1",0.104166667,0,3,"0",1,3,1,0,0,11909,8.63887970967284,"1",5,"0"
"9841",30,"0",6,0,0,0,0,"1",0,0,2,"0",0,1,9,0,3.93182563272433,7621,10.9366542421292,"1",6,"1"
"9842",18,"0",7,0,0,0,0,"1",0.088888889,0,2,"0",0,1,3,0,0,1414,0,"1",0,"1"
"9843",15,"0",6,1,0,0,0,"1",0,0,2,"0",1,3,3,0,5.33271879326537,889,0,"1",1,"1"
"9844",20,"0",11,1,0,0,0,"0",0,0,2,"0",1,6,3,0,5.50533153593236,4502,13.7057738139055,"1",5,"0"
"9845",24,"0",5,0,0,0,0,"1",0,0,2,"0",0,1,8,0,5.92157841964382,7297,0,"1",5,"1"
"9846",8,"0",14,0,0,0,0,"1",0,0,2,"1",1,2,2,3,2.07944154167984,5927,0,"1",1,"1"
"9847",32,"1",14,0,0,0,0,"0",0.147727273,0.40625,3,"1",0,6,2,0,6.48920493132532,1533,8.43901541035221,"1",2,"1"
"9849",24,"0",8,1,0,0,0,"1",0.117647059,0,3,"0",2,4,3,0,4.64439089914137,6106,6.60394382460047,"1",6,"0"
"9850",19,"0",7,1,0,0,0,"1",0,0,2,"0",0,5,3,0,5.11198778835654,7140,0,"0",5,"0"
"9852",21,"0",13,1,0,0,0,"1",0,0,2,"1",1,3,3,0,7.09174211509515,5738,9.05485546913579,"0",6,"0"
"9853",11,"0",7,0,0,0,0,"1",0,0,1,"0",1,0,4,0,4.75359019110636,1345,0,"1",4,"1"
"9856",14,"0",9,1,0,0,0,"1",0,0,2,"0",1,6,2,0,7.61184239958042,4918,9.88695158389603,"0",5,"0"
"9857",12,"1",11,0,0,0,0,"1",0.08974359,0,2,"1",3,1,2,3,5.39816270151775,7449,9.967447781495,"1",5,"1"
"9859",18,"1",11,1,0,0,0,"1",0.457711443,0,3,"0",0,18,2,2,5.85220247977447,1479,0,"1",1,"1"
"9860",22,"0",7,1,0,0,0,"0",0,0,2,"1",1,3,3,0,7.09257371597468,6467,10.53990563885,"0",4,"0"
"9861",19,"0",9,1,1,0,0,"0",0,0,3,"0",0,3,1,0,7.88495294575981,6109,7.38894609761844,"0",5,"0"
"9862",15,"0",6,0,0,0,0,"0",0,0,2,"0",0,0,4,0,5.43372200355424,7808,9.029897050194,"0",6,"0"
"9863",19,"0",7,0,1,0,0,"0",0.023809524,0.052631579,2,"0",0,1,4,0,5.89989735358249,5844,8.81996090128606,"0",5,"0"
"9864",20,"0",8,1,1,0,0,"0",0.125,0,3,"0",0,8,3,0,8.15507488781144,8047,7.86518795418747,"0",6,"0"
"9865",19,"1",23,0,0,0,0,"1",0.191919192,0,3,"1",0,3,2,4,3.97029191355212,678,16.1593683918772,"1",3,"1"
"9866",11,"0",7,0,0,0,0,"0",0.12962963,0,2,"0",0,1,1,0,5.34710753071747,7827,5.95064255258773,"1",6,"1"
"9867",31,"0",7,0,0,0,0,"1",0,0,3,"0",0,0,3,0,4.47733681447821,5026,0,"1",1,"1"
"9870",19,"0",6,1,0,0,0,"1",0,0,2,"0",0,4,3,0,5.70044357339069,5910,14.4364170987428,"0",3,"0"
"9871",17,"0",9,1,0,0,0,"1",0,0,3,"0",1,3,1,0,6.42648845745769,8147,9.441610810502,"0",6,"0"
"9872",26,"0",8,0,0,0,0,"1",0,0,2,"0",1,0,3,0,5.35658627467201,2345,12.3785500741646,"1",2,"0"
"9875",12,"0",17,1,0,0,0,"1",0.098765432,0,2,"0",1,4,1,0,5.24174701505964,8945,3.49650756146648,"1",7,"0"
"9876",50,"1",13,0,1,0,0,"0",0.149606299,0,3,"1",1,14,2,0,2.70805020110221,4003,15.5762295511474,"1",0,"1"
"9877",18,"0",7,1,0,0,0,"1",0.027777778,0,3,"0",0,4,3,0,5.61312810638807,92,0,"1",0,"1"
"9879",8,"0",11,0,0,0,0,"1",0.046875,0,2,"0",0,2,3,0,5.80211837537706,3688,0,"1",2,"1"
"9881",26,"0",8,0,0,0,0,"1",0.018867925,0.038461538,2,"1",0,2,3,0,7.79605797431612,1953,8.38160253710989,"1",3,"1"
"9884",11,"0",8,0,0,0,0,"1",0,0,1,"0",1,0,4,0,6.0137151560428,4706,10.7603254757526,"0",4,"0"
"9885",15,"0",10,1,0,0,0,"1",0.170731707,0.266666667,3,"0",0,3,2,0,6.89162589705225,4861,0,"0",3,"0"
"9886",21,"0",11,1,0,0,0,"1",0,0,2,"0",1,4,2,0,5.8171111599632,5509,7.16317239084664,"0",7,"0"
"9887",10,"0",5,0,0,0,0,"1",0,0,2,"0",0,0,3,0,5.44673737166631,4516,11.8790397181237,"0",4,"0"
"9888",20,"0",8,1,1,0,0,"0",0.125,0,3,"0",0,7,3,0,8.15478757276852,8048,7.86518795418747,"0",6,"0"
"9889",69,"1",10,0,0,0,0,"0",0.115384615,0.130434783,3,"0",0,1,1,0,5.38449506278909,5627,0,"1",5,"1"
"9891",36,"0",10,0,0,0,0,"1",0.022727273,0.027777778,3,"0",1,0,2,0,5.3082676974012,165,0,"1",0,"1"
"9893",26,"0",14,0,0,0,0,"0",0.125874126,0,3,"0",0,6,1,0,5.44673737166631,5613,0,"1",5,"1"
"9894",16,"0",10,1,0,0,0,"1",0,0,3,"0",1,3,3,3,0,1971,0,"0",0,"1"
"9895",14,"0",11,0,0,0,0,"1",0.076923077,0,3,"0",1,0,3,0,5.62040086571715,11049,6.30991827822652,"0",6,"0"
"9896",18,"0",14,0,0,0,0,"1",0.02739726,0,3,"0",0,2,2,1,5.8171111599632,761,0,"1",0,"1"
"9897",22,"0",5,0,0,0,0,"1",0,0,2,"0",1,0,7,0,4.70048036579242,6466,0,"0",3,"0"
"9898",20,"0",14,1,0,0,0,"1",0.056338028,0,3,"1",0,6,2,0,4.57471097850338,1731,15.7652435335553,"0",0,"0"
"9899",16,"0",6,1,0,0,0,"0",0,0,2,"0",0,3,3,0,6.46302945692067,4473,0,"0",3,"0"
"9900",17,"0",18,0,0,0,0,"1",0,0,3,"1",0,2,2,4,4.9416424226093,4609,0,"1",3,"1"
"9901",22,"1",11,1,0,0,0,"1",0.3,0,3,"1",1,5,3,0,2.94443897916644,5826,0,"1",0,"1"
"9903",45,"1",12,0,0,0,0,"0",0.242857143,0.377777778,3,"0",0,3,1,0,5.43372200355424,5616,0,"1",5,"1"
"9904",28,"0",14,0,0,0,0,"0",0.112676056,0,2,"0",0,2,1,0,6.38012253689976,7445,15.5007425345854,"0",8,"0"
"9907",14,"0",9,0,0,0,0,"1",0,0,1,"0",2,0,4,0,5.84354441703136,2213,12.6285784002404,"1",3,"0"
"9908",16,"0",9,2,1,0,0,"1",0,0,3,"0",3,6,3,0,5.77144112313002,3332,0,"1",3,"1"
"9910",29,"0",16,0,0,0,0,"0",0.07,0,3,"0",0,1,2,0,6.3750248198281,7449,5.95583736946483,"0",8,"0"
"9912",50,"1",13,0,1,0,0,"0",0.133858268,0,3,"1",1,2,2,0,3.25809653802148,3992,15.5556217575278,"1",0,"1"
"9913",22,"0",6,1,0,0,0,"0",0,0,2,"0",0,3,3,0,7.3362856600213,7962,11.1756469033564,"0",5,"0"
"9914",23,"0",8,1,0,0,0,"0",0,0,2,"0",0,3,3,0,5.78382518232974,1502,14.8081384326868,"1",0,"1"
"9915",23,"0",11,0,0,0,0,"1",0.075757576,0,3,"0",1,3,3,0,5.62401750618734,11048,6.30444880242198,"0",6,"0"
"9916",34,"1",17,0,0,0,0,"1",0.420849421,0.117647059,3,"0",1,26,2,3,5.49306144334055,7062,13.1059392365902,"1",1,"1"
"9917",44,"0",13,0,0,0,0,"1",0,0,3,"0",0,2,1,2,5.43372200355424,5616,0,"1",5,"1"
"9918",41,"1",20,0,2,0,0,"0",0.05,0,3,"1",0,23,2,2,1.38629436111989,2188,9.67243782965082,"1",5,"1"
"9920",10,"0",5,0,0,0,0,"0",0,0,1,"0",0,0,7,0,5.76832099579377,5890,14.7070679264178,"0",2,"0"
"9921",20,"0",8,1,0,0,0,"1",0,0,3,"0",1,3,3,1,3.91202300542815,3605,13.9447653188215,"1",3,"1"
"9923",17,"0",11,1,0,0,0,"1",0,0,3,"0",3,3,2,0,6.82871207164168,8206,9.64380967649394,"1",5,"0"
"9926",15,"1",50,1,1,0,0,"0",0.165236052,0.066666667,3,"0",2,20,2,1,3.3322045101752,7708,14.1636628873777,"1",5,"1"
"9927",20,"0",14,1,0,0,0,"0",0.012048193,0,3,"1",0,5,2,1,5.85220247977447,383,16.1790208393648,"1",0,"1"
"9929",21,"0",12,0,0,0,0,"1",0.014705882,0.047619048,3,"1",0,0,2,3,6.14203740558736,1728,0,"1",3,"1"
"9930",13,"0",8,0,0,0,0,"0",0.105263158,0.307692308,1,"0",0,0,4,0,5.68017260901707,439,0,"1",0,"1"
"9931",28,"0",6,0,0,0,0,"1",0,0,2,"0",0,0,8,0,5.92157841964382,7297,0,"0",5,"0"
"9932",15,"0",16,0,0,0,0,"0",0.11023622,0,2,"0",0,4,1,0,7.99799931797973,8348,0.693147180559945,"1",10,"1"
"9933",23,"0",7,0,0,0,0,"1",0.108108108,0,2,"0",2,0,1,0,5.78689738136671,4057,4.59511985013459,"1",5,"0"
"9934",18,"0",7,1,0,0,0,"0",0,0,2,"0",0,4,3,0,5.77765232322266,9174,6.4393503711001,"0",7,"0"
"9935",8,"0",9,0,0,0,0,"1",0,0,2,"0",2,1,3,0,0,8546,10.9723276828706,"0",5,"0"
"9937",56,"0",11,1,1,0,0,"1",0.031746032,0.035714286,3,"0",0,3,2,0,5.24702407216049,177,0,"1",0,"1"
"9938",16,"0",10,1,1,0,0,"1",0,0,3,"0",1,4,2,0,4.29045944114839,6137,10.2665669441479,"0",5,"0"
"9939",50,"1",14,0,1,0,0,"0",0.15625,0,3,"1",0,4,2,0,3.25809653802148,3993,15.5572341874912,"1",0,"1"
"9941",24,"0",9,0,0,0,0,"1",0.166666667,0,2,"0",0,1,3,0,5.38449506278909,514,0,"1",0,"1"
"9942",15,"0",10,0,0,0,0,"1",0,0,1,"1",2,0,2,3,5.34233425196481,4540,0,"1",1,"1"
"9943",14,"0",11,1,0,0,0,"1",0,0,2,"0",1,4,1,0,5.52942908751142,8149,4.89783979995091,"0",6,"0"
"9944",16,"0",7,0,0,0,0,"1",0.03030303,0.0625,3,"0",0,1,3,0,5.40267738187228,4161,0,"1",0,"1"
"9945",50,"1",14,0,1,0,0,"1",0.141732283,0,3,"1",0,2,2,0,3.25809653802148,3992,15.5572341874912,"1",0,"1"
"9946",40,"0",16,0,0,0,0,"1",0.12345679,0.075,3,"0",0,14,1,0,5.43372200355424,5616,0,"1",5,"1"
"9948",10,"1",5,0,0,0,0,"1",0.42,0,1,"0",1,2,7,0,4.70953020131233,4312,0,"1",2,"1"
"9949",27,"0",9,0,0,0,0,"0",0.023809524,0.037037037,3,"0",0,1,1,0,5.38449506278909,5627,0,"1",5,"1"
"9950",33,"0",5,0,0,0,0,"1",0,0,2,"0",1,0,8,0,5.92692602597041,7295,0,"1",5,"1"
"9952",17,"0",5,0,0,0,0,"1",0,0,2,"0",0,1,5,0,5.87773578177964,5852,11.2505862001902,"1",1,"1"
"9953",29,"0",10,0,0,0,0,"1",0,0,2,"1",2,0,5,0,4.33073334028633,9056,7.41758040241454,"1",7,"0"
"9954",15,"0",12,1,0,0,0,"0",0.197183099,0,2,"1",0,8,3,0,4.11087386417331,9283,4.8283137373023,"0",7,"0"
"9955",12,"1",7,1,0,0,0,"1",0.212121212,0,2,"0",2,3,3,0,7.13966033596492,8966,4.26267987704132,"0",8,"0"
"9956",16,"0",11,0,0,0,0,"1",0.232876712,0.1875,3,"0",0,4,1,0,5.71702770140622,793,13.1517532333364,"0",1,"1"
"9957",15,"1",50,1,1,0,0,"0",0.165236052,0.066666667,3,"0",2,20,2,1,3.29583686600433,7709,14.1677176358373,"1",5,"1"
"9958",16,"0",10,0,0,0,0,"0",0,0,2,"0",0,0,2,0,6.80461452006262,7133,2.56494935746154,"1",7,"0"
"9959",13,"0",13,0,0,0,0,"0",0.071428571,0,1,"0",0,1,2,0,5.25749537202778,9034,6.54678541076052,"0",5,"0"
"9960",24,"0",11,0,1,0,0,"1",0.035087719,0,2,"1",0,3,2,0,8.15306194680105,7119,10.393109968651,"1",4,"0"
"9961",18,"0",8,0,0,0,0,"0",0,0,2,"1",2,0,3,0,3.17805383034795,5456,11.7285447800822,"1",3,"0"
"9962",22,"0",12,1,0,0,0,"1",0,0,3,"0",0,4,3,0,5.25749537202778,3097,14.7064445067356,"0",3,"0"
"9963",20,"0",10,1,0,0,0,"1",0,0,3,"1",0,5,2,3,5.24702407216049,4193,0,"1",2,"1"
"9964",17,"0",9,1,0,0,0,"1",0.113636364,0,2,"0",0,3,3,0,5.19295685089021,7780,8.73343296641365,"0",5,"0"
"9965",27,"0",8,1,0,0,0,"1",0,0,2,"1",2,4,3,0,4.85981240436167,4255,0,"0",3,"0"
"9968",21,"0",6,1,0,0,0,"0",0,0,2,"0",0,4,3,0,6.51323011091231,2613,13.4157282719916,"0",3,"0"
"9969",25,"0",5,0,0,0,0,"1",0.03125,0.04,2,"0",1,1,8,0,5.92692602597041,7295,0,"1",5,"1"
"9970",42,"1",9,0,1,0,0,"1",0.161764706,0,3,"0",1,2,2,0,2.70805020110221,4003,15.5762295511474,"1",0,"1"
"9974",34,"0",7,1,0,0,0,"0",0,0,2,"1",0,3,3,0,0,1971,0,"0",3,"0"
"9975",16,"0",7,1,0,0,0,"0",0,0,2,"0",0,4,3,0,7.93987157636188,8518,2.19722457733622,"0",10,"0"
"9976",17,"0",8,0,0,0,0,"1",0,0,1,"1",1,0,2,3,4.43081679884331,1744,0,"0",2,"1"
"9977",21,"0",6,1,0,0,0,"1",0,0,2,"0",1,4,3,0,4.80402104473326,7549,13.5059658979543,"0",4,"0"
"9979",17,"0",7,0,0,0,0,"1",0,0,1,"0",0,1,5,0,5.23644196282995,909,0,"1",2,"1"
"9980",7,"0",5,0,0,0,0,"0",0,0,1,"0",0,0,4,0,0,6001,16.0523014083992,"0",3,"0"
"9981",38,"0",11,0,0,0,0,"0",0,0,3,"0",0,2,3,0,8.14409846333852,8097,10.870338310022,"0",5,"0"
"9982",15,"0",8,0,0,0,0,"0",0,0,2,"1",0,0,2,0,5.10594547390058,7743,9.90488657344983,"0",5,"1"
"9983",14,"0",9,1,0,0,0,"1",0,0,3,"0",1,3,3,0,4.00733318523247,7982,5.85507192220243,"1",6,"0"
"9984",26,"0",5,0,0,0,0,"1",0,0,2,"0",0,0,8,0,5.92157841964382,7297,0,"0",5,"0"
"9985",22,"0",6,1,0,0,0,"1",0,0,2,"0",0,4,3,1,5.33753807970132,888,0,"0",0,"1"
"9986",34,"0",18,0,1,0,0,"0",0.033333333,0,2,"1",1,2,1,1,5.94542060860658,8019,0,"1",4,"1"
"9987",17,"0",11,1,0,0,0,"0",0,0,2,"0",0,5,3,0,5.88610403145016,6215,13.9752976092786,"0",4,"0"
"9988",20,"1",7,1,0,0,0,"1",0.442622951,0,2,"0",0,5,3,0,0,3157,0,"1",1,"1"
"9989",50,"1",14,0,1,0,0,"0",0.203125,0,3,"1",0,9,2,0,3.25809653802148,3993,15.5572341874912,"1",0,"1"
"9990",13,"0",8,0,0,1,0,"1",0,0,1,"0",0,1,2,0,5.82008293035236,4778,0,"1",2,"1"
"9991",13,"0",6,0,0,0,0,"0",0,0,2,"0",0,0,4,0,5.15905529921453,1654,15.2332236410875,"0",3,"0"
"9993",18,"0",10,1,1,0,0,"1",0,0,2,"0",1,4,3,0,6.89871453432999,4487,7.96241568012106,"0",5,"0"
"9994",13,"0",10,1,0,0,0,"1",0.170212766,0,3,"0",0,4,3,0,6.98471632011827,8051,0,"0",2,"0"
"9996",12,"0",7,1,0,0,0,"1",0,0,2,"0",2,3,3,0,5.31811999384422,8930,9.82806332988929,"0",5,"0"
"9997",28,"0",7,1,0,0,0,"0",0,0,2,"1",0,3,3,0,5.17614973257383,5303,13.744101555697,"0",4,"0"
"9998",14,"0",14,1,1,0,1,"0",0.064935065,0,3,"0",0,4,2,0,6.95654544315157,5159,4.75359019110636,"1",8,"0"
"9999",30,"1",22,0,1,0,0,"0",0.13836478,0,3,"1",0,5,1,0,5.15905529921453,5670,8.67197224520379,"1",6,"1"
"10003",17,"0",16,0,0,0,0,"1",0,0,3,"0",0,1,3,1,5.79909265446053,3323,12.2502139251235,"0",2,"0"
"10004",28,"0",12,1,0,0,0,"1",0,0,3,"0",1,3,3,0,5.25227342804663,3827,14.3516605946927,"0",3,"0"
"10005",13,"0",7,0,0,0,0,"1",0,0,1,"0",0,0,1,2,5.68017260901707,1899,13.1377878069136,"0",1,"1"
"10006",21,"0",14,1,0,0,0,"1",0.103448276,0,2,"1",1,4,2,3,6.94505106372583,7728,0,"1",1,"1"
"10007",21,"0",9,0,0,0,0,"0",0,0,3,"0",1,0,2,0,8.04302088529828,7481,5.73009978297357,"1",5,"0"
"10008",50,"1",13,0,1,0,0,"1",0.182539683,0,3,"1",1,4,2,0,3.25809653802148,3993,15.5572341874912,"1",0,"1"
"10009",27,"1",8,1,0,0,0,"1",0.222222222,0,2,"0",1,7,2,0,4.34380542185368,5767,0,"1",2,"1"
"10010",16,"0",7,0,0,0,0,"0",0,0,2,"0",1,1,4,2,7.99799931797973,8348,0.693147180559945,"1",10,"1"
"10011",14,"0",6,0,0,0,0,"0",0.101694915,0,1,"0",0,1,4,0,4.45434729625351,2107,12.3637641919409,"0",5,"0"
"10012",19,"0",10,1,0,0,0,"1",0.02739726,0.105263158,2,"0",1,4,3,0,7.47873482556787,4075,9.56549415954298,"0",4,"0"
"10014",42,"1",13,0,1,0,0,"0",0.2,0,3,"0",1,7,2,0,2.77258872223978,4003,15.5762295511474,"1",0,"1"
"10015",25,"0",7,1,0,0,0,"0",0,0,3,"0",0,3,3,0,5.45958551414416,5974,11.8241238486851,"0",3,"0"
"10016",27,"0",9,1,0,0,0,"0",0.017857143,0.037037037,3,"0",0,4,3,0,7.13568734702814,3858,10.5108861947536,"0",3,"0"
"10017",20,"0",9,1,1,0,0,"0",0,0,3,"0",0,3,1,0,8.155649270366,8045,7.85593219971861,"0",6,"0"
"10018",28,"0",19,0,1,0,0,"0",0.081967213,0,2,"1",1,1,1,0,5.94542060860658,8019,0,"1",4,"1"
"10019",24,"0",6,0,0,0,0,"1",0,0,2,"0",0,0,8,0,5.92425579741453,7296,0,"0",5,"0"
"10020",14,"1",13,1,0,0,0,"1",0.105263158,0,2,"0",1,4,3,1,7.92008319905323,5284,9.62964263687237,"0",5,"0"
"10021",12,"0",13,1,0,0,0,"1",0.067567568,0.166666667,3,"0",0,4,2,0,5.44241771052179,135,0,"1",0,"1"
"10022",18,"0",8,1,1,0,0,"0",0,0,2,"0",0,4,3,0,5.77765232322266,9174,6.43615036836943,"0",7,"0"
"10023",20,"0",11,1,0,0,0,"0",0,0,2,"0",0,4,3,1,5.88887795833288,5118,11.430586790247,"0",5,"0"
"10024",30,"0",6,1,0,0,0,"1",0,0,2,"0",0,3,3,0,4.91998092582813,2785,13.7332772025732,"0",1,"0"
"10025",20,"0",6,1,0,0,0,"0",0,0,2,"0",0,3,3,0,5.91350300563827,5109,0,"0",4,"0"
"10026",27,"0",10,1,0,0,0,"0",0,0,3,"1",0,3,2,2,4.72738781871234,253,0,"1",0,"1"
"10028",16,"0",8,0,0,0,0,"0",0,0,2,"0",0,1,2,0,5.89440283426485,6212,8.04846874366888,"0",5,"0"
"10029",19,"0",11,0,1,0,0,"1",0,0,3,"0",0,3,3,4,5.66296048013595,7017,0,"1",1,"1"
"10030",18,"0",5,0,0,0,0,"1",0,0,2,"0",0,0,5,0,5.39362754635236,147,0,"1",0,"1"
"10031",12,"0",10,0,1,0,0,"1",0,0,2,"0",0,0,3,0,5.46806014113513,6833,0,"1",0,"1"
"10032",16,"0",10,1,0,0,0,"1",0.24,0,3,"0",1,4,3,0,6.96413561241824,7343,6.41673228251233,"0",5,"0"
"10033",14,"0",8,0,0,0,0,"1",0.1,0,1,"0",0,0,4,0,0,5194,13.9463624890357,"0",2,"0"
"10034",26,"0",8,0,0,0,0,"1",0,0,2,"0",1,1,4,0,5.63478960316925,4104,14.1060188827996,"0",4,"0"
"10035",22,"0",10,1,0,0,0,"1",0,0,2,"0",1,7,3,0,5.26785815906333,6382,15.004317235793,"0",2,"0"
"10037",16,"0",6,0,0,0,0,"0",0,0,1,"0",1,0,9,0,4.20469261939097,300,0,"1",0,"1"
"10038",26,"0",11,0,0,0,0,"1",0.12962963,0.192307692,2,"0",0,4,2,0,6.4707995037826,1546,8.44891435066294,"1",2,"1"
"10039",17,"0",12,0,0,0,0,"0",0.038961039,0,2,"0",0,1,2,0,6.0088131854426,6168,8.07246736935477,"0",5,"0"
"10040",9,"0",10,0,0,0,0,"1",0.03030303,0,1,"0",0,0,1,0,4.95582705760126,3512,0,"0",2,"1"
"10041",25,"0",7,1,0,0,0,"1",0,0,3,"0",1,4,3,0,5.2257466737132,5659,14.062950936239,"1",3,"0"
"10043",18,"0",6,1,0,0,0,"1",0,0,2,"0",1,3,3,0,4.68213122712422,3546,15.0149911875648,"0",3,"0"
"10044",27,"1",8,1,0,0,0,"0",0.290697674,0,3,"0",0,5,3,0,5.37063802812766,152,15.4267210983647,"1",0,"1"
"10045",17,"1",43,0,0,0,0,"0",0.286219081,0,3,"0",0,6,2,1,5.06890420222023,9338,3.09104245335832,"0",5,"1"
